0, 0, 0, 16, 16, 0, 0, 0
1, 16, 0, 16, 16, 0, 0, 0
2, 32, 0, 16, 16, 0, 0, 0
3, 48, 0, 16, 16, 0, 0, 0
4, 64, 0, 16, 16, 0, 0, 0
5, 80, 0, 16, 16, 0, 0, 0
6, 96, 0, 16, 16, 0, 0, 0
7, 112, 0, 16, 16, 0, 0, 0
8, 64, 16, 16, 16, 0, 0, 0
9, 80, 16, 16, 16, 0, 0, 0
10, 96, 16, 16, 16, 0, 0, 0
11, 112, 16, 16, 16, 0, 0, 0
12, 64, 32, 16, 16, 0, 0, 0
13, 80, 32, 16, 16, 0, 0, 0
14, 96, 32, 16, 16, 0, 0, 0
15, 112, 32, 16, 16, 0, 0, 0
16, 64, 48, 16, 16, 0, 0, 0
17, 80, 48, 16, 16, 0, 0, 0
18, 96, 48, 16, 16, 0, 0, 0
19, 112, 48, 16, 16, 0, 0, 0
20, 160, 0, 16, 16, 0, 0, 0
21, 176, 0, 16, 16, 0, 0, 0
22, 192, 0, 16, 16, 0, 0, 0
23, 208, 0, 16, 16, 0, 0, 0
24, 224, 0, 16, 16, 0, 0, 0
25, 240, 0, 16, 16, 0, 0, 0
26, 256, 0, 16, 16, 0, 0, 0
27, 272, 0, 16, 16, 0, 0, 0
28, 224, 16, 16, 16, 0, 0, 0
29, 240, 16, 16, 16, 0, 0, 0
30, 256, 16, 16, 16, 0, 0, 0
31, 272, 16, 16, 16, 0, 0, 0
32, 224, 32, 16, 16, 0, 0, 0
33, 240, 32, 16, 16, 0, 0, 0
34, 256, 32, 16, 16, 0, 0, 0
35, 272, 32, 16, 16, 0, 0, 0
36, 224, 48, 16, 16, 0, 0, 0
37, 240, 48, 16, 16, 0, 0, 0
38, 256, 48, 16, 16, 0, 0, 0
39, 272, 48, 16, 16, 0, 0, 0
40, 288, 0, 16, 16, 0, 0, 0
41, 304, 0, 16, 16, 0, 0, 0
42, 320, 0, 16, 16, 0, 0, 0
43, 336, 0, 16, 16, 0, 0, 0
44, 400, 0, 16, 16, 0, 0, 0
45, 416, 0, 16, 16, 0, 0, 0
46, 432, 0, 16, 16, 0, 0, 0
47, 448, 0, 16, 16, 0, 0, 0
48, 400, 16, 16, 16, 0, 0, 0
49, 416, 16, 16, 16, 0, 0, 0
50, 432, 16, 16, 16, 0, 0, 0
51, 448, 16, 16, 16, 0, 0, 0
52, 400, 32, 16, 16, 0, 0, 0
53, 416, 32, 16, 16, 0, 0, 0
54, 432, 32, 16, 16, 0, 0, 0
55, 448, 32, 16, 16, 0, 0, 0
56, 400, 48, 16, 16, 0, 0, 0
57, 416, 48, 16, 16, 0, 0, 0
58, 432, 48, 16, 16, 0, 0, 0
59, 448, 48, 16, 16, 0, 0, 0
60, 464, 0, 16, 16, 0, 0, 0
61, 480, 0, 16, 16, 0, 0, 0
62, 496, 0, 16, 16, 0, 0, 0
63, 512, 0, 16, 16, 0, 0, 0
64, 0, 16, 16, 16, 0, 0, 0
65, 16, 16, 16, 16, 0, 0, 0
66, 0, 32, 16, 16, 0, 0, 0
67, 16, 32, 16, 16, 0, 0, 0
68, 0, 48, 16, 16, 0, 0, 0
69, 16, 48, 16, 16, 0, 0, 0
70, 320, 16, 16, 16, 0, 0, 0
71, 336, 16, 16, 16, 0, 0, 0
72, 320, 32, 16, 16, 0, 0, 0
73, 336, 32, 16, 16, 0, 0, 0
74, 320, 48, 16, 16, 0, 0, 0
75, 336, 48, 16, 16, 0, 0, 0
76, 32, 16, 16, 16, 0, 0, 0
77, 48, 16, 16, 16, 0, 0, 0
78, 32, 32, 16, 16, 0, 0, 0
79, 48, 32, 16, 16, 0, 0, 0
80, 32, 48, 16, 16, 0, 0, 0
81, 48, 48, 16, 16, 0, 0, 0
82, 160, 16, 16, 16, 0, 0, 0
83, 176, 16, 16, 16, 0, 0, 0
84, 160, 32, 16, 16, 0, 0, 0
85, 176, 32, 16, 16, 0, 0, 0
86, 160, 48, 16, 16, 0, 0, 0
87, 176, 48, 16, 16, 0, 0, 0
88, 192, 16, 16, 16, 0, 0, 0
89, 208, 16, 16, 16, 0, 0, 0
90, 192, 32, 16, 16, 0, 0, 0
91, 208, 32, 16, 16, 0, 0, 0
92, 192, 48, 16, 16, 0, 0, 0
93, 208, 48, 16, 16, 0, 0, 0
94, 288, 16, 16, 16, 0, 0, 0
95, 304, 16, 16, 16, 0, 0, 0
96, 288, 32, 16, 16, 0, 0, 0
97, 304, 32, 16, 16, 0, 0, 0
98, 352, 0, 16, 16, 0, 0, 0
99, 352, 16, 16, 16, 0, 0, 0
100, 352, 32, 16, 16, 0, 0, 0
101, 368, 0, 16, 16, 0, 0, 0
102, 384, 0, 16, 16, 0, 0, 0
103, 368, 16, 16, 16, 0, 0, 0
104, 384, 16, 16, 16, 0, 0, 0
105, 0, 64, 16, 16, 0, 0, 1
106, 16, 64, 16, 16, 0, 0, 4
107, 96, 64, 32, 48, 0, 0, 1
108, 128, 64, 32, 48, 0, 0, 1
109, 320, 304, 36, 48, 0, 0, 1
110, 356, 304, 36, 48, 0, 0, 0
111, 392, 304, 36, 48, 0, 0, 0
112, 428, 304, 36, 48, 0, 0, 0
113, 464, 304, 36, 48, 0, 0, 0
114, 500, 304, 36, 48, 0, 0, 0
115, 576, 32, 32, 32, 0, 0, 0
116, 192, 272, 16, 48, 0, 0, 8
117, 208, 272, 32, 48, 0, 0, 0
118, 240, 272, 48, 48, 0, 0, 0
119, 128, 0, 16, 16, 0, 0, 0
120, 144, 0, 16, 16, 0, 0, 0
121, 128, 16, 16, 16, 0, 0, 0
122, 144, 16, 16, 16, 0, 0, 0
123, 128, 32, 16, 16, 0, 0, 0
124, 144, 32, 16, 16, 0, 0, 0
125, 528, 0, 16, 16, 0, 0, 1
126, 528, 16, 16, 16, 0, 0, 4
127, 544, 0, 16, 16, 0, 0, 0
128, 560, 0, 16, 16, 0, 0, 0
129, 544, 16, 16, 16, 0, 0, 0
130, 560, 16, 16, 16, 0, 0, 0
131, 576, 0, 16, 16, 0, 0, 0
132, 592, 0, 16, 16, 0, 0, 0
133, 576, 16, 16, 16, 0, 0, 0
134, 592, 16, 16, 16, 0, 0, 0
135, 608, 0, 16, 16, 0, 0, 0
136, 624, 0, 16, 16, 0, 0, 0
137, 608, 16, 16, 16, 0, 0, 0
138, 624, 16, 16, 16, 0, 0, 0
139, 608, 32, 16, 16, 0, 0, 0
140, 624, 32, 16, 16, 0, 0, 0
141, 288, 48, 16, 16, 0, 0, 2
142, 304, 48, 16, 16, 0, 0, 2
143, 144, 48, 16, 16, 0, 0, 0
144, 464, 16, 16, 16, 0, 0, 0
145, 480, 16, 16, 16, 0, 0, 0
146, 496, 16, 16, 16, 0, 0, 0
147, 512, 16, 16, 16, 0, 0, 0
148, 544, 32, 16, 16, 0, 0, 0
149, 560, 32, 16, 16, 0, 0, 0
150, 544, 48, 16, 16, 0, 0, 0
151, 560, 48, 16, 16, 0, 0, 0
152, 528, 32, 16, 32, 0, 0, 0
153, 576, 272, 32, 32, 0, 0, 0
154, 544, 272, 32, 32, 0, 0, 0
155, 96, 336, 16, 16, 0, 0, 0
156, 112, 336, 16, 16, 0, 0, 0
157, 128, 336, 16, 16, 0, 0, 0
158, 144, 336, 16, 16, 0, 0, 0
159, 160, 336, 16, 16, 0, 0, 0
160, 176, 336, 16, 16, 0, 0, 0
161, 512, 272, 32, 32, 0, 0, 0
162, 16, 336, 16, 16, 0, 0, 1
163, 128, 176, 16, 16, 0, 0, 128
164, 144, 176, 16, 16, 0, 0, 128
165, 144, 176, 16, 16, 0, 0, 1
166, 0, 64, 16, 16, 0, 0, 0
167, 256, 320, 32, 32, 0, 0, 0
168, 544, 336, 16, 16, 0, 0, 128
169, 560, 336, 16, 16, 0, 0, 128
170, 576, 336, 16, 16, 0, 0, 128
171, 592, 336, 16, 16, 0, 0, 128
172, 608, 336, 16, 16, 0, 0, 128
173, 608, 336, 16, 16, 0, 0, 128
174, 592, 336, 16, 16, 0, 0, 128
175, 576, 336, 16, 16, 0, 0, 128
176, 560, 336, 16, 16, 0, 0, 128
177, 0, 368, 32, 32, 0, 0, 0
178, 64, 160, 32, 32, 0, 0, 0
179, 608, 48, 16, 16, 0, 0, 1
180, 624, 48, 16, 16, 0, 0, 1
181, 304, 48, 16, 16, 0, 0, 1
182, 64, 224, 32, 32, 0, 0, 0
183, 0, 112, 32, 16, 0, 0, 0
184, 0, 80, 32, 32, 0, 0, 0
185, 160, 64, 32, 32, 0, 0, 0
186, 368, 32, 32, 32, 0, 0, 1
187, 32, 64, 64, 48, 0, 0, 0
188, 128, 112, 32, 32, 0, 0, 0
189, 128, 48, 16, 16, 0, 0, 8
190, 0, 256, 64, 32, 0, 0, 5
191, 0, 208, 32, 32, 0, 0, 16
192, 32, 208, 32, 32, 0, 0, 16
193, 64, 208, 32, 32, 0, 0, 16
194, 96, 208, 32, 32, 0, -6, 16
195, 128, 208, 32, 32, 0, 0, 16
196, 160, 208, 32, 32, 0, -2, 16
197, 192, 208, 32, 32, 0, -2, 16
198, 224, 208, 32, 32, 0, 2, 16
199, 256, 208, 32, 32, 0, 2, 16
200, 384, 272, 32, 32, 0, 2, 16
201, 416, 272, 32, 32, 0, 2, 16
202, 448, 272, 32, 32, 0, 2, 16
203, 480, 272, 32, 32, 0, 2, 16
204, 480, 160, 32, 32, 0, 2, 16
205, 512, 160, 32, 32, 0, 2, 16
206, 544, 160, 32, 32, 0, 2, 16
207, 576, 160, 32, 32, 0, 2, 16
208, 608, 160, 32, 32, 0, 2, 16
209, 0, 272, 32, 32, 0, 0, 16
210, 32, 272, 32, 32, 0, 0, 16
211, 64, 272, 32, 32, 0, 0, 16
212, 96, 272, 32, 32, 0, 0, 16
213, 128, 272, 32, 32, 0, 0, 16
214, 160, 272, 32, 32, 0, -2, 16
215, 160, 272, 32, 32, 0, -2, 16
216, 160, 272, 32, 32, 0, 2, 16
217, 160, 272, 32, 32, 0, 2, 16
218, 64, 272, 32, 32, 0, 0, 16
